,host_id,host_location,host_acceptance_rate,bathrooms,amenities,review_scores_value
395,14580203,"Barcelona, Spain",100%,,"[""Clothing storage: closet"", ""Shower gel"", ""Paid parking off premises"", ""Freezer"", ""Coffee maker: pour-over coffee"", ""Bed linens"", ""Cleaning products"", ""Conditioner"", ""Dining table"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Toaster"", ""Heating"", ""Hangers"", ""Body soap"", ""Hot water"", ""Cooking basics"", ""Iron"", ""Washer"", ""Wifi"", ""Shampoo"", ""Wine glasses"", ""Hair dryer"", ""Coffee"", ""Dishes and silverware"", ""Air conditioning"", ""Drying rack for clothing"", ""TV"", ""Crib - available upon request"", ""Kitchen"", ""Hot water kettle"", ""Microwave""]",4.49
396,4261436,"Viladecans, Spain",100%,1.0,"[""Paid parking lot on premises \u2013 1 space"", ""Blender"", ""Paid parking lot off premises"", ""Hangers"", ""Central air conditioning"", ""Dedicated workspace"", ""Refrigerator"", ""Exterior security cameras on property"", ""Coffee"", ""Barbecue utensils"", ""Drying rack for clothing"", ""Smoking allowed"", ""Extra pillows and blankets"", ""Wine glasses"", ""Private outdoor kitchen"", ""Room-darkening shades"", ""Hot water kettle"", ""Standar body soap"", ""Private entrance"", ""Fire extinguisher"", ""Outdoor furniture"", ""Kitchen"", ""Rice maker"", ""BBQ grill: charcoal, wood-burning"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Shampoo"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Stainless steel electric stove"", ""Self check-in"", ""High chair"", ""City skyline view"", ""55 inch HDTV with standard cable"", ""Pets allowed"", ""Essentials"", ""Laundromat nearby"", ""Microwave"", ""Radiant heating"", ""Hair dryer"", ""Smoke alarm"", ""Smart lock"", ""Free washer \u2013 In unit"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Coffee maker: Nespresso"", ""Wifi"", ""Crib - available upon request""]",4.43
397,5933563,"Barcelona, Spain",25%,1.0,"[""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Breakfast"", ""Elevator"", ""Host greets you"", ""TV"", ""Heating"", ""Hot water"", ""Essentials""]",4.54
398,542867,"Barcelona, Spain",97%,1.0,"[""Bed linens"", ""Oven"", ""Mountain view"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Luggage dropoff allowed"", ""City skyline view"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Outdoor dining area"", ""Private patio or balcony"", ""Coffee maker"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",4.61
399,5963978,"Barcelona, Spain",92%,1.0,"[""Bed linens"", ""Wifi"", ""Washer"", ""Dryer"", ""Extra pillows and blankets"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Hair dryer"", ""Iron"", ""Hot water"", ""TV"", ""Essentials"", ""Heating"", ""Air conditioning"", ""Ethernet connection""]",4.64
400,5966973,"Barcelona, Spain",55%,1.0,"[""Shower gel"", ""Long term stays allowed"", ""Portable fans"", ""Freezer"", ""Bed linens"", ""Cleaning products"", ""Dining table"", ""Refrigerator"", ""Fire extinguisher"", ""Elevator"", ""Essentials"", ""Toaster"", ""Heating"", ""Hangers"", ""Body soap"", ""First aid kit"", ""Paid parking lot off premises"", ""Hot water"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Wine glasses"", ""Hair dryer"", ""Stove"", ""Laundromat nearby"", ""Dishes and silverware"", ""TV"", ""Kitchen"", ""Hot water kettle"", ""Microwave""]",4.49
401,3971935,,88%,1.0,"[""Bed linens"", ""Smoking allowed"", ""Stainless steel oven"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Toaster"", ""Wine glasses"", ""Portable fans"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Iron"", ""Ethernet connection"", ""Cleaning products"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials""]",4.54
402,6057270,"Barcelona, Spain",99%,1.0,"[""Dishwasher"", ""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Luggage dropoff allowed"", ""Drying rack for clothing"", ""Body soap"", ""Smoking allowed"", ""Extra pillows and blankets"", ""Heating"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Host greets you"", ""Baby bath"", ""Clothing storage"", ""Kitchen"", ""Baking sheet"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Shampoo"", ""Oven"", ""Toaster"", ""Crib"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Dining table"", ""Washer"", ""TV"", ""High chair"", ""Essentials"", ""Microwave"", ""Portable fans"", ""Patio or balcony"", ""Hair dryer"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Coffee maker: Nespresso"", ""Wifi""]",4.77
403,5107063,"Barcelona, Spain",62%,1.0,"[""Oven"", ""Self check-in"", ""Hot water"", ""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Keypad"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Dryer"", ""Air conditioning"", ""Iron"", ""Outdoor dining area"", ""Outdoor furniture"", ""Private patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Dishwasher""]",4.52
404,4226509,"Barcelona, Spain",99%,6.0,"[""Bed linens"", ""Smoking allowed"", ""Oven"", ""Coffee"", ""Dishwasher"", ""Indoor fireplace"", ""Hot water"", ""Room-darkening shades"", ""Books and reading material"", ""TV with standard cable"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Coffee maker: espresso machine"", ""Exercise equipment"", ""Kitchen"", ""Baking sheet"", ""Stove"", ""Exterior security cameras on property"", ""Toaster"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Dryer"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Crib"", ""Host greets you"", ""Safe"", ""Iron"", ""Smoke alarm"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Pocket wifi"", ""Refrigerator"", ""Blender"", ""Carbon monoxide alarm"", ""Heating"", ""Freezer"", ""Air conditioning""]",4.85
405,6042913,"Barcelona, Spain",99%,1.0,"[""Coffee"", ""Hot water"", ""Room-darkening shades"", ""Books and reading material"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Kitchen"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Hot water kettle"", ""Elevator"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",4.77
406,4597849,"Barcelona, Spain",81%,1.0,"[""Bed linens"", ""Oven"", ""Self check-in"", ""Private entrance"", ""Hot water"", ""Smart lock"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Extra pillows and blankets"", ""Elevator"", ""Iron"", ""Coffee maker"", ""Shower gel"", ""Dishes and silverware"", ""Pocket wifi"", ""Refrigerator"", ""TV"", ""Essentials"", ""Air conditioning""]",4.61
407,4653599,"Barcelona, Spain",84%,1.0,"[""Host greets you"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Outlet covers"", ""Children\u2019s books and toys"", ""Refrigerator"", ""Fire extinguisher"", ""Essentials"", ""Heating"", ""Hangers"", ""Dishwasher"", ""Microwave"", ""Oven"", ""Coffee maker"", ""Hot water"", ""Cooking basics"", ""Iron"", ""Washer"", ""Wifi"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Crib"", ""Dishes and silverware"", ""Air conditioning"", ""Private patio or balcony"", ""TV"", ""Kitchen"", ""Smoke alarm""]",4.34
408,567180,"Barcelona, Spain",99%,2.0,"[""Bed linens"", ""Ceiling fan"", ""Oven"", ""AC - split type ductless system"", ""Central heating"", ""Coffee"", ""Sun loungers"", ""Self check-in"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Crib - available upon request"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Wifi"", ""Backyard"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Coffee maker: espresso machine"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Keypad"", ""Stove"", ""Exterior security cameras on property"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Shared gym in building"", ""City skyline view"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Window guards"", ""Dedicated workspace"", ""Safe"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Outdoor dining area"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Cleaning products"", ""Shower gel"", ""Single level home"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Exercise equipment: elliptical, stationary bike, treadmill, yoga mat"", ""Pocket wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Paid parking off premises"", ""TV"", ""Freezer"", ""Housekeeping - available at extra cost"", ""Essentials"", ""Outdoor shower"", ""Dishwasher""]",4.63
409,4715645,"Tarragona, Spain",100%,2.0,"[""Blender"", ""Dishwasher"", ""Fast wifi \u2013 708 Mbps"", ""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Coffee"", ""Long term stays allowed"", ""Coffee maker"", ""Drying rack for clothing"", ""Books and reading material"", ""Body soap"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Heating"", ""Wine glasses"", ""Room-darkening shades"", ""Hot water kettle"", ""Paid parking off premises"", ""Host greets you"", ""Outdoor furniture"", ""Baby safety gates"", ""Private patio or balcony"", ""Kitchen"", ""Baking sheet"", ""Window AC unit"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Cleaning products"", ""Shampoo"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Dining table"", ""TV"", ""High chair"", ""Essentials"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Beach essentials"", ""Portable fans"", ""Hair dryer"", ""Waterfront"", ""Bidet"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Hot water"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Freezer"", ""Shared beach access"", ""Children\u2019s books and toys"", ""Crib - available upon request""]",4.79
410,4720380,"Barcelona, Spain",100%,2.5,"[""Bed linens"", ""Baby safety gates"", ""Clothing storage: walk-in closet and closet"", ""Oven"", ""Conditioner"", ""Dishwasher"", ""Beach essentials"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Crib - always at the listing"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Private patio or balcony"", ""Children\u2019s books and toys"", ""Cleaning products"", ""Coffee maker"", ""Shower gel"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""Blender"", ""Carbon monoxide alarm"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",4.78
411,3744544,"Barcelona, Spain",98%,1.0,"[""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Books and reading material"", ""Body soap"", ""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Paid crib - available upon request"", ""Window AC unit"", ""Kitchen"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Hot water kettle"", ""Elevator"", ""Paid standalone high chair - available upon request"", ""Host greets you"", ""Iron"", ""Otro induction stove"", ""HDTV with standard cable"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Coffee maker"", ""Shower gel"", ""Single level home"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""Paid parking off premises"", ""Free dryer \u2013 In unit"", ""Heating"", ""Freezer"", ""Essentials"", ""Dishwasher""]",4.49
412,4653599,"Barcelona, Spain",84%,1.0,"[""44 inch HDTV"", ""Blender"", ""Dishwasher"", ""Gaggenau induction stove"", ""Hangers"", ""Central air conditioning"", ""Refrigerator"", ""Different body soap"", ""Elevator"", ""Coffee"", ""Coffee maker"", ""Drying rack for clothing"", ""Wine glasses"", ""Heating"", ""Paid parking off premises"", ""Room-darkening shades"", ""Hot water kettle"", ""Host greets you"", ""Fire extinguisher"", ""Kitchen"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Carbon monoxide alarm"", ""Shampoo"", ""Oven"", ""Toaster"", ""Crib"", ""Dishes and silverware"", ""Dining table"", ""City skyline view"", ""Essentials"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Safe"", ""Hair dryer"", ""Smoke alarm"", ""Bidet"", ""Bathtub"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Hot water"", ""Single level home"", ""Cooking basics"", ""Freezer"", ""Wifi"", ""Children\u2019s books and toys"", ""First aid kit""]",4.72
413,4653599,"Barcelona, Spain",84%,1.0,"[""Bed linens"", ""Oven"", ""Coffee"", ""Hot water"", ""Paid parking garage off premises"", ""Room-darkening shades"", ""Body soap"", ""Central air conditioning"", ""Clothing storage: closet and dresser"", ""Cooking basics"", ""Paid parking on premises"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""38 inch HDTV"", ""Toaster"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Hot water kettle"", ""Elevator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Crib"", ""Host greets you"", ""Safe"", ""Iron"", ""Otro induction stove"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Ethernet connection"", ""Children\u2019s books and toys"", ""Cleaning products"", ""Coffee maker"", ""Shower gel"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials""]",4.56
414,4653599,"Barcelona, Spain",84%,2.0,"[""Bed linens"", ""Oven"", ""Central heating"", ""Coffee"", ""Hot water"", ""Room-darkening shades"", ""Paid street parking off premises"", ""Body soap"", ""Central air conditioning"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Bidet"", ""Kitchen"", ""Exterior security cameras on property"", ""Toaster"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Coffee maker: drip coffee maker, french press, Nespresso, pour-over coffee"", ""42 inch HDTV"", ""Hot water kettle"", ""Elevator"", ""Pack \u2019n play/Travel crib - available upon request"", ""Crib"", ""Host greets you"", ""Safe"", ""Iron"", ""Otro induction stove"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Ethernet connection"", ""Clothing storage: closet and wardrobe"", ""Cleaning products"", ""Shower gel"", ""Single level home"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Blender"", ""Carbon monoxide alarm"", ""Freezer"", ""Essentials"", ""Dishwasher""]",4.44
415,4653599,"Barcelona, Spain",84%,2.0,"[""Bed linens"", ""Oven"", ""Self check-in"", ""Hot water"", ""Smart lock"", ""Central air conditioning"", ""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Exterior security cameras on property"", ""Induction stove"", ""Pack \u2019n play/Travel crib"", ""42 inch HDTV"", ""Elevator"", ""Crib"", ""Iron"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Coffee maker"", ""Single level home"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials"", ""Dishwasher""]",4.43
416,3744544,"Barcelona, Spain",98%,1.0,"[""Bed linens"", ""Sun loungers"", ""Hot water"", ""Room-darkening shades"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Body soap"", ""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Paid crib - available upon request"", ""Window AC unit"", ""Kitchen"", ""Induction stove"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""City skyline view"", ""Hot water kettle"", ""Elevator"", ""Paid standalone high chair - available upon request"", ""Host greets you"", ""Iron"", ""Outdoor dining area"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Coffee maker"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Paid parking off premises"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials""]",4.39
417,3454952,"Barcelona, Spain",98%,1.5,"[""Oven"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Smart lock"", ""High chair"", ""Central air conditioning"", ""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Fast wifi \u2013 232 Mbps"", ""Backyard"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stainless steel induction stove"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Iron"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Pets allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Dishwasher""]",4.7
